app,CATEGORY,SUBCATEGORY,TECHNOLOGY,RISK,EVASIVE,EXCESSIVE_BANDWIDTH,USED_BY_MALWARE,ABLE TO TRANSFER FILE,HAS KNOWN VULNERABILITY,TUNNELS OTHER APPLICATION,PRONE TO MISUSE,PERVASIVE_USE,SAAS
rover,media,photo-video,browser-based,1,no,no,no,no,yes,no,no,no,no
kanban-tool,collaboration,social-business,browser-based,2,no,no,no,yes,yes,no,no,no,yes
h.248,collaboration,voip-video,peer-to-peer,2,no,yes,no,no,yes,no,no,yes,no
dc-universe-online,media,gaming,client-server,1,no,no,no,no,yes,no,no,no,no
adobe-cq,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
iqiyi,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,no
cassandra,business-systems,database,client-server,1,no,no,no,no,yes,no,no,no,no
watch-abc,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,no
h248,media,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
caliente,collaboration,social-networking,browser-based,1,no,no,no,no,yes,no,no,no,no
kakaotalk-audio-chat,collaboration,voip-video,client-server,1,no,no,no,no,no,no,no,yes,yes
linkedin-intro,collaboration,email,browser-based,1,no,no,no,yes,no,no,no,no,yes
bluejeans,collaboration,internet-conferencing,browser-based,2,no,yes,no,no,yes,no,no,no,yes
filesanywhere,general-internet,file-sharing,browser-based,3,no,yes,no,yes,yes,no,no,no,yes
signiant-uploading,general-internet,file-sharing,client-server,3,yes,yes,no,yes,no,no,no,no,yes
vipnet-vpn,networking,encrypted-tunnel,client-server,2,no,yes,no,yes,no,yes,no,no,no
litecoin,general-internet,internet-utility,peer-to-peer,1,no,no,no,no,yes,no,no,no,no
youtube-nonsafe,media,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
bittorrent-sync,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
nbc-video,media,photo-video,browser-based,2,no,yes,no,no,yes,no,no,yes,no
cbs-video,media,photo-video,browser-based,2,no,yes,no,no,yes,no,no,yes,no
stratum-mining-protocol,general-internet,internet-utility,network-protocol,1,no,no,no,no,no,no,no,no,no
jenkins,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
sshuttle,networking,proxy,client-server,1,no,no,no,no,no,no,no,no,no
goodsync,general-internet,file-sharing,client-server,2,no,no,no,yes,yes,no,no,no,no
apple-game-center,media,gaming,client-server,1,no,no,no,no,yes,no,no,no,no
hp-update,business-systems,software-update,client-server,1,no,no,no,no,yes,no,no,no,no
data-bin,general-internet,file-sharing,browser-based,2,no,no,no,yes,yes,no,no,no,yes
remoter,networking,remote-access,client-server,1,no,no,no,no,yes,no,no,no,no
gom-player,media,photo-video,client-server,1,no,no,no,no,yes,no,no,no,no
laiwang,collaboration,instant-messaging,client-server,2,no,no,no,yes,no,yes,no,no,yes
ms-hyper-v-vm-connect,networking,remote-access,client-server,1,no,no,no,no,yes,no,no,no,no
double-take-availability,business-systems,management,client-server,3,no,yes,no,yes,yes,no,no,no,no
intersystems-cache,business-systems,database,client-server,2,no,no,no,no,yes,yes,no,no,no
tableau,general-internet,internet-utility,client-server,1,no,no,no,no,yes,no,no,no,no
speedtest,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,yes,no,yes,no
hulft,business-systems,management,client-server,3,no,yes,no,yes,yes,no,no,no,no
laiwang-file-transfer,general-internet,file-sharing,client-server,2,no,no,no,yes,yes,no,no,no,yes
quantum-edge-tms,business-systems,management,browser-based,1,no,no,no,yes,no,no,no,no,yes
smugmug,media,photo-video,browser-based,2,no,no,no,yes,yes,no,no,no,no
docuware,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
deviceanywhere,general-internet,internet-utility,browser-based,1,no,no,no,no,yes,no,no,no,yes
checkpoint-vpn,networking,encrypted-tunnel,client-server,3,no,no,no,yes,yes,yes,no,no,no
wiredrive,general-internet,file-sharing,browser-based,1,no,no,no,yes,no,no,no,no,yes
jdi-onlinebackupstorage,business-systems,storage-backup,client-server,2,no,no,no,yes,yes,no,no,no,yes
screenconnect,networking,remote-access,client-server,4,no,no,no,yes,yes,yes,yes,no,no
exacqvision,media,photo-video,client-server,1,no,yes,no,no,no,no,no,no,no
juniper-nsm,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
google-cloud-storage,general-internet,file-sharing,browser-based,2,no,no,no,yes,no,yes,no,no,yes
mymarkets,business-systems,general-business,browser-based,1,no,no,no,no,yes,no,no,no,yes
youku-uploading,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,no,no
openmeetings,collaboration,internet-conferencing,client-server,4,no,yes,no,yes,yes,yes,no,yes,yes
ms-exchange-admin-center,business-systems,management,browser-based,1,no,no,no,no,no,no,no,no,no
uniflow,general-internet,internet-utility,client-server,1,no,no,no,yes,no,no,no,no,no
goagent,networking,proxy,client-server,4,no,no,no,yes,yes,yes,yes,no,no
lifesize,collaboration,voip-video,client-server,2,no,yes,no,no,no,yes,yes,yes,yes
soundcloud-uploading,media,audio-streaming,client-server,3,no,yes,no,yes,yes,no,no,no,no
meetup-email,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,no
fcc-speed-test,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,yes,no,no
telegram,collaboration,instant-messaging,client-server,2,no,no,no,yes,yes,no,no,no,no
bacula,business-systems,storage-backup,client-server,2,no,yes,no,no,yes,no,no,no,no
yik-yak,collaboration,social-networking,client-server,4,yes,no,no,yes,yes,no,yes,yes,no
synology-dsm,business-systems,management,browser-based,4,no,no,yes,yes,yes,no,no,no,no
plex,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,no,no
google-hangouts,collaboration,voip-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,yes
sipviaheader-nat,collaboration,voip-video,client-server,4,no,yes,yes,no,yes,yes,no,yes,no
zenmate,networking,proxy,browser-based,3,no,no,no,yes,yes,yes,no,yes,no
zas-communicator,collaboration,instant-messaging,peer-to-peer,2,no,yes,no,yes,no,no,no,yes,no
meetup-forum,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
google-hangouts-chat,collaboration,instant-messaging,browser-based,4,yes,no,no,yes,yes,no,no,yes,yes
google-hangouts-audio-video,collaboration,voip-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,yes
streetchat,collaboration,social-networking,client-server,2,no,no,no,no,yes,no,yes,yes,no
gifboom,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,yes,yes,no
klogin,networking,remote-access,network-protocol,2,no,no,no,no,yes,yes,no,no,no
droidvpn,networking,encrypted-tunnel,client-server,5,yes,no,no,yes,yes,yes,yes,yes,no
pinterest-posting,collaboration,social-networking,browser-based,4,no,no,yes,yes,no,no,yes,yes,no
sas,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
yandex-search,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
tinder,collaboration,social-networking,client-server,1,no,no,no,no,yes,no,no,no,no
finch,general-internet,internet-utility,browser-based,1,no,no,no,no,yes,no,no,no,no
sourceforge-file-transfer,general-internet,file-sharing,client-server,2,no,no,no,yes,yes,no,no,no,no
proxylocal,general-internet,internet-utility,browser-based,3,yes,no,no,no,yes,no,yes,no,no
vagrant,business-systems,management,client-server,2,no,no,no,no,yes,no,yes,no,no
adobe-creative-cloud-uploading,business-systems,general-business,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
bmc-bco-best1,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
hp-ilo,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
github-uploading,business-systems,management,client-server,3,no,no,no,yes,yes,no,no,yes,yes
srvdir,general-internet,internet-utility,client-server,2,no,no,no,no,yes,no,yes,no,no
ultrahook,general-internet,internet-utility,client-server,3,yes,no,no,yes,no,no,yes,yes,no
saltstack,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
appguru,business-systems,management,browser-based,1,no,no,no,no,no,no,no,no,no
localtunnel,general-internet,internet-utility,client-server,2,yes,no,no,no,no,no,yes,no,no
opentext-enterprise-connect,business-systems,management,client-server,3,no,no,no,yes,yes,yes,no,no,no
hamicloud,general-internet,internet-utility,browser-based,3,no,no,no,yes,yes,no,yes,yes,yes
sip2-for-ils,business-systems,management,network-protocol,1,no,no,no,no,no,no,no,no,no
minus,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,yes,yes,no
wink,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,yes,yes,no
iso-8583,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
base-crm,business-systems,erp-crm,browser-based,4,no,no,no,yes,yes,yes,yes,no,yes
yunpan,general-internet,internet-utility,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
khan-academy,media,photo-video,browser-based,1,no,no,no,no,yes,no,no,no,no
rally-software,business-systems,management,browser-based,1,no,no,no,no,no,no,no,no,yes
silent-circle,collaboration,voip-video,client-server,4,yes,no,no,yes,no,yes,yes,yes,no
apple-vpp,business-systems,general-business,browser-based,1,no,no,no,no,no,no,no,yes,no
solvequotes,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
trueshare,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
insightly-crm,business-systems,erp-crm,browser-based,3,no,no,no,yes,yes,no,yes,yes,yes
freedome,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,no,yes,yes,yes,no
backblaze-backup,business-systems,storage-backup,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
apple-messages,collaboration,instant-messaging,client-server,1,no,no,no,yes,no,no,no,no,yes
lsi-raid-management,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,no,no
unknown-tcp-threat,unknown,infrastructure,browser-based,1,no,no,no,no,no,no,no,no,no
authentic8-silo,networking,encrypted-tunnel,client-server,2,no,no,no,no,no,yes,yes,no,no
wickr,collaboration,social-networking,client-server,5,yes,no,no,yes,yes,yes,yes,yes,no
huawei-dbank,general-internet,internet-utility,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
chaton,collaboration,instant-messaging,client-server,2,no,no,no,yes,no,no,no,yes,no
soti-mobicontrol,business-systems,management,client-server,1,no,no,no,no,no,yes,no,no,no
torch-browser,general-internet,internet-utility,browser-based,3,no,no,no,yes,yes,no,yes,yes,no
torch-browser-games,media,gaming,browser-based,2,no,no,no,no,yes,no,no,yes,no
torch-browser-music,media,audio-streaming,browser-based,2,no,no,no,no,yes,no,no,yes,no
google-cloud-storage-upload,general-internet,file-sharing,browser-based,3,yes,no,no,yes,no,no,yes,yes,yes
simcityedu,media,gaming,client-server,1,no,no,no,no,yes,no,no,no,no
att-office-at-hand,collaboration,voip-video,client-server,1,no,no,no,no,yes,no,no,no,yes
imgur,media,photo-video,browser-based,4,no,no,no,yes,yes,yes,yes,yes,yes
d2d-data-transfer,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,no,no
nets,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
ibm-rmc,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
songza,media,audio-streaming,browser-based,1,no,yes,no,no,no,no,no,yes,no
livenewschat,media,audio-streaming,browser-based,1,no,no,no,no,no,no,no,yes,no
screencast,media,photo-video,browser-based,3,no,no,no,yes,no,no,yes,yes,yes
facebook-voice,collaboration,voip-video,peer-to-peer,1,no,no,no,no,no,no,no,yes,yes
evernote-uploading,business-systems,office-programs,client-server,2,no,no,no,yes,no,no,yes,yes,yes
vevo,media,photo-video,browser-based,3,yes,yes,no,no,yes,no,no,yes,no
threema,collaboration,instant-messaging,client-server,3,yes,no,no,yes,no,no,yes,yes,no
app-with-high-id,unknown,infrastructure,browser-based,1,no,no,no,no,no,no,no,no,no
ringcentral,collaboration,voip-video,client-server,4,no,yes,yes,yes,yes,yes,no,no,yes
qq-rdp,networking,remote-access,client-server,1,no,no,no,no,no,yes,no,yes,no
buzzsaw,business-systems,erp-crm,browser-based,2,no,no,no,yes,no,no,yes,no,yes
mercurial-uploading,business-systems,general-business,client-server,1,no,no,no,yes,no,no,no,no,no
mendeley-uploading,general-internet,file-sharing,client-server,4,no,yes,no,yes,yes,no,yes,yes,yes
autodesk360-uploading,business-systems,general-business,browser-based,2,no,no,no,yes,no,no,yes,no,yes
nomadesk,business-systems,erp-crm,browser-based,2,no,no,no,yes,no,no,yes,no,yes
kerio-vpn,networking,encrypted-tunnel,client-server,4,no,no,no,yes,yes,yes,yes,yes,no
beats-music,media,audio-streaming,browser-based,2,no,yes,no,no,yes,no,no,yes,no
autodesk360,business-systems,general-business,browser-based,1,no,no,no,no,no,yes,no,yes,yes
sage,business-systems,erp-crm,client-server,2,no,no,no,yes,yes,no,no,no,yes
callidus,business-systems,general-business,browser-based,1,no,no,no,no,no,yes,no,no,yes
bitbucket-uploading,business-systems,management,client-server,3,no,no,no,yes,yes,no,no,yes,yes
good-direct-connect,business-systems,office-programs,client-server,1,no,no,no,no,no,no,no,no,no
ripng,networking,routing,network-protocol,1,no,no,no,no,no,no,no,no,no
clearslide,business-systems,general-business,browser-based,3,no,no,no,yes,yes,no,yes,no,yes
jobvite,business-systems,general-business,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
ibm-soliddb,business-systems,database,client-server,1,no,no,no,no,no,no,no,yes,no
reddit,collaboration,social-networking,browser-based,1,no,no,no,no,no,no,no,no,no
reddit-posting,collaboration,social-networking,browser-based,4,no,no,yes,yes,no,no,yes,yes,no
huddle,business-systems,management,browser-based,2,no,no,no,yes,no,yes,no,no,yes
huddle-uploading,general-internet,file-sharing,browser-based,1,no,no,no,yes,no,no,no,no,yes
google-classroom,collaboration,social-networking,browser-based,2,no,no,no,yes,no,no,no,yes,yes
cloud9,business-systems,management,browser-based,3,no,no,no,yes,yes,no,yes,yes,yes
adobe-echosign,general-internet,internet-utility,browser-based,2,no,no,no,yes,no,no,no,yes,yes
quic,networking,infrastructure,browser-based,1,no,no,no,no,no,yes,no,no,no
tenable-nessus,general-internet,internet-utility,client-server,2,no,no,no,yes,no,no,no,yes,no
twitch,media,photo-video,browser-based,4,no,yes,yes,no,yes,no,yes,yes,no
mediabridge-relay,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
winbox,general-internet,internet-utility,client-server,1,no,no,no,no,no,no,no,yes,no
efolder,business-systems,storage-backup,client-server,3,no,yes,no,yes,no,no,yes,yes,yes
boxnet-consumer,general-internet,file-sharing,browser-based,1,no,no,no,no,yes,no,no,no,yes
boxnet-enterprise,general-internet,file-sharing,browser-based,1,no,no,no,no,yes,no,no,no,yes
google-app-engine-uploading,general-internet,internet-utility,browser-based,2,no,no,no,yes,no,no,yes,yes,yes
yunpan360-file-transfer,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,yes,yes,yes
paloalto-traps,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
facebook-video,media,photo-video,browser-based,4,no,yes,no,yes,yes,no,yes,yes,yes
facebook-rooms,collaboration,social-networking,browser-based,2,no,no,no,yes,no,no,yes,yes,yes
pulseway,networking,remote-access,client-server,1,no,no,no,no,no,no,no,no,no
google-base,general-internet,internet-utility,browser-based,4,no,no,yes,yes,yes,yes,no,no,no
yunpan360,general-internet,internet-utility,client-server,5,no,no,yes,yes,yes,yes,yes,yes,yes
sap-jam,business-systems,erp-crm,browser-based,2,no,no,no,yes,no,no,yes,yes,yes
zello,collaboration,social-networking,peer-to-peer,3,yes,no,no,no,yes,no,yes,yes,no
pre-app,general-internet,internet-utility,browser-based,1,no,no,no,no,no,no,no,no,no
google-enterprise-access,general-internet,internet-utility,browser-based,1,no,no,no,no,yes,no,no,no,
google-consumer-access,general-internet,internet-utility,browser-based,1,no,no,no,no,yes,no,no,no,
stocktwits,collaboration,social-networking,browser-based,1,no,no,no,no,no,no,no,no,
stocktwits-posting,collaboration,social-networking,browser-based,1,no,no,no,no,no,no,no,no,
proofhub,collaboration,social-business,browser-based,2,no,no,no,yes,yes,no,no,no,
sap-jam-uploading,business-systems,erp-crm,browser-based,2,no,yes,no,yes,no,no,no,no,
