app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
idpr,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,
"idpr-cmtp",networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,
idrp,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,
"iec-60870-5-104-base","business-systems",management,"client-server",2,no,no,no,no,yes,yes,no,yes,no,"tcp/dynamic"
"ieee-c37.118-synchrophasor","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/4712|udp/dynamic"
"ifile.it","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,yes,no,yes,no,"tcp/443|tcp/80"
ifmp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ifolder,"general-internet","file-sharing","client-server",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/80,443"
igmp,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,yes,no,
igp,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,
iheartradio,media,"audio-streaming","browser-based",3,yes,yes,no,no,yes,no,no,no,no,"tcp/80,443,1935,3690"
ike,networking,"encrypted-tunnel","client-server",2,no,no,no,no,yes,yes,no,yes,no,"tcp/500|udp/500"
il,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ilohamail,collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80"
iloveim,collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
"im-plus",collaboration,"instant-messaging","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/443"
imagenow,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/6000,7200"
imap,collaboration,email,"client-server",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/143"
imeem,collaboration,"social-networking","browser-based",3,no,yes,no,yes,no,no,yes,yes,no,"tcp/80"
"imeet-base",collaboration,"internet-conferencing","browser-based",3,yes,yes,no,no,yes,no,no,no,yes,"tcp/80,443"
"imeet-file-transfer","general-internet","file-sharing","browser-based",3,yes,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
imesh,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/4000-4999,6346-6351,4661,4662,4671,80,443,1863|udp/6346-6351,4665,4672"
"imgur-base",media,"photo-video","browser-based",4,no,no,no,yes,yes,yes,yes,yes,no,"tcp/80,443"
"imgur-uploading",media,"photo-video","browser-based",2,no,no,no,yes,no,no,yes,yes,no,"tcp/80,443"
imhaha,collaboration,"instant-messaging","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80"
imo,collaboration,"instant-messaging","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/443"
imvu,collaboration,"instant-messaging","client-server",3,yes,yes,no,yes,no,no,no,no,no,"tcp/443,80"
"infoblox-grid","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"udp/2114,1194"
infoprint,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/9100"
"infor-erp-ln","business-systems","erp-crm","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/7150"
inforeach,"business-systems","erp-crm","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/dynamic"
"informatica-cloud","business-systems","general-business","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/443"
infront,"business-systems","general-business","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/443,7780"
innovative,"business-systems","erp-crm","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/dynamic"
"insightly-crm","business-systems","erp-crm","browser-based",3,no,no,no,yes,yes,no,yes,yes,yes,"tcp/80,443"
"instagram-base",media,"photo-video","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443,80"
"instagram-upload",media,"photo-video","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443,80"
"instan-t-base",collaboration,"instant-messaging","client-server",3,yes,yes,no,yes,no,no,no,no,no,"tcp/80,1935,12890"
"instan-t-file-transfer","general-internet","file-sharing","client-server",4,yes,no,yes,yes,no,no,no,yes,no,"tcp/9212,9213,9219,9300-9399"
"instan-t-webmessenger",collaboration,"instant-messaging","browser-based",3,yes,yes,no,no,yes,no,no,no,no,"tcp/80"
intacct,"business-systems","erp-crm","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
"intersystems-cache","business-systems",database,"client-server",2,no,no,no,no,yes,yes,no,no,no,"tcp/1972,57772"
"intuit-quickbase","business-systems",database,"browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80,443"
"ip-in-ip",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,yes,no,yes,no,
ipcomp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
ipcv,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
iperf,networking,infrastructure,"client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/5001|udp/5001"
ipip,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,yes,no,yes,no,
iplt,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"ip-messenger-base",collaboration,"instant-messaging","peer-to-peer",1,no,no,no,yes,no,no,no,no,no,"tcp/dynamic|udp/dynamic"
"ip-messenger-file-transfer","general-internet","file-sharing","peer-to-peer",1,no,no,no,yes,no,no,no,no,no,"tcp/dynamic"
ipp,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/631|udp/631"
ippc,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"ipsec-ah",networking,"encrypted-tunnel","client-server",1,no,no,no,no,no,yes,no,yes,no,
"ipsec-esp",networking,"encrypted-tunnel","client-server",2,no,no,no,yes,no,yes,no,yes,no,
"ipsec-esp-udp",networking,"encrypted-tunnel","client-server",2,no,no,no,yes,no,yes,no,yes,no,"udp/4500|udp/4501"
ipv6,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipv6-frag",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipv6-icmp",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipv6-nonxt",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipv6-opts",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipv6-route",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"ipx-in-ip",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
iqiyi,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80|udp/8020,8080"
"irc-base",collaboration,"instant-messaging","client-server",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/6665-6669"
"irc-dcc-chat",collaboration,"instant-messaging","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
"irc-dcc-file-transfer","general-internet","file-sharing","client-server",5,no,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic"
"irc-dcc-whiteboard",collaboration,"instant-messaging","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
irods,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/1247"
"ironmountain-connected","business-systems","storage-backup","client-server",2,no,yes,no,yes,no,no,no,no,no,"tcp/16384"
irtp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
isatap,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
iscsi,"business-systems","storage-backup","client-server",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/3260"
isis,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,yes,no,
"isl-light",networking,"remote-access","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/7615,80,443"
"iso-8583","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/8583"
"iso-ip",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"iso-tp4",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"issuu-base","general-internet","file-sharing","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"issuu-uploading","general-internet","file-sharing","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80"
"italkbb-chinese-tv",media,"photo-video","client-server",1,no,no,no,no,no,no,no,no,no,"udp/dynamic"
"itunes-base",media,"audio-streaming","client-server",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"itunes-appstore","general-internet","internet-utility","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80"
"itunes-mediastore",media,"audio-streaming","client-server",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80"
"itv-player",media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
itwin,"general-internet","file-sharing","client-server",2,yes,no,no,yes,no,no,no,no,no,"tcp/443,8123"
jabber,collaboration,"instant-messaging","client-server",5,yes,no,yes,yes,yes,yes,no,yes,no,"tcp/443,5222,5223,5269,5270"
jango,media,"audio-streaming","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443"
jap,networking,proxy,"client-server",5,yes,no,yes,yes,no,yes,yes,yes,no,"tcp/80,6544"
jaspersoft,"business-systems",management,"browser-based",1,no,no,no,no,no,no,yes,yes,no,"tcp/80"
"java-update","business-systems","software-update","client-server",3,yes,no,no,yes,no,no,no,yes,no,"tcp/80"
"jdi-onlinebackupstorage","business-systems","storage-backup","client-server",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
jenkins,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/dynamic"
"jepptech-updates","business-systems","software-update","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,1984"
jira,"business-systems","general-business","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
jnet,"business-systems","general-business","browser-based",1,no,no,no,no,no,no,no,no,no,"tcp/80"
jobvite,"business-systems","general-business","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"join-me-base",collaboration,"internet-conferencing","browser-based",2,yes,no,no,no,yes,no,no,no,yes,"tcp/443,80|udp/dynamic"
"join-me-file-transfer","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,no,yes,"tcp/443"
joost,media,"photo-video","peer-to-peer",2,yes,yes,no,no,no,no,no,yes,no,"tcp/443|tcp/80"
"jotspot-editing",collaboration,"web-posting","browser-based",2,no,no,no,yes,no,no,yes,no,no,"tcp/80"
jubii,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/80"
jumpdesktop,networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443|udp/dynamic"
jungledisk,"business-systems","storage-backup","client-server",2,no,yes,no,yes,no,no,no,yes,yes,"tcp/443,80"
"juniper-nsm","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/7800"
"justin.tv",media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/dynamic"
jxta,networking,infrastructure,"peer-to-peer",4,yes,no,no,yes,yes,yes,no,no,no,"tcp/dynamic|udp/dynamic"
kace,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,52230"
"kaixin-chat",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
"kaixin-mail",collaboration,email,"browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80"
"kaixin001-base",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/80"
"kaixin001-mail",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"kakaotalk-base",collaboration,"instant-messaging","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/dynamic"
"kakaotalk-audio-chat",collaboration,"instant-messaging","client-server",1,no,no,no,no,no,no,no,no,yes,"tcp/dynamic|udp/dynamic"
"kakaotalk-file-transfer",collaboration,"instant-messaging","client-server",2,no,yes,no,yes,no,no,no,no,no,"tcp/dynamic"
"kanban-tool",collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
kaseya,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443,5721"
kaspersky,"business-systems","software-update","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/80,443"
"kaspersky-netagent","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/13000,13001,14000,14001|udp/13000,15000"
kazaa,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,yes,yes,yes,no,"tcp/1214,1903"
keek,collaboration,"social-networking","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443"
kerberos,"business-systems","auth-service","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/88,464,749,750|udp/88,464,749,750"
"kerio-vpn",networking,"encrypted-tunnel","client-server",4,no,no,no,yes,yes,yes,yes,yes,no,"tcp/4090|udp/4090"
keyholetv,media,"photo-video","client-server",1,no,yes,no,no,no,no,no,no,no,"udp/dynamic"
"khan-academy",media,"photo-video","browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443|udp/443"
"kaixin-base",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/80"
kik,collaboration,"instant-messaging","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443,5222,5223"
kino,media,"photo-video","browser-based",5,yes,yes,yes,yes,yes,no,no,yes,no,"tcp/80"
"kiwoom-hts","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,15311"
kkbox,media,"audio-streaming","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80"
klogin,networking,"remote-access","network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/543"
"knight-online",media,gaming,"client-server",3,no,yes,yes,no,yes,no,no,yes,no,"tcp/80,443,15100"
kontiki,media,"photo-video","peer-to-peer",3,no,yes,no,no,yes,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
koolim,collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
"korea-webmail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,443"
kproxy,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,no,no,"tcp/80,443"
kryptolan,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"kt-ucloud","general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/443,80"
ku6,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80"
kugoo,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
l2tp,networking,"ip-protocol","client-server",2,no,no,no,no,yes,yes,no,yes,no,
"labnol-proxy",networking,proxy,"browser-based",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/80,8080"
laconica,collaboration,"instant-messaging","browser-based",4,yes,no,no,yes,yes,yes,no,yes,no,"tcp/80"
"laiwang-base",collaboration,"instant-messaging","client-server",2,no,no,no,yes,no,yes,no,no,no,"tcp/80,443,8080"
"laiwang-file-transfer","general-internet","file-sharing","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,8080,443"
lan,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"landesk-base","business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443,1250,9535,9594,9595|udp/9595"
"landesk-inventory","business-systems",management,"client-server",1,yes,no,no,no,no,no,no,no,no,"tcp/5007"
larp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"last.fm",media,"audio-streaming","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/443|tcp/80"
lastpass,"general-internet","internet-utility","browser-based",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80,443"
"lawson-m3","business-systems","erp-crm","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/dynamic"
ldap,"business-systems","auth-service","client-server",2,no,no,no,no,yes,yes,no,yes,no,"tcp/389,3268,3269,636|udp/389,3268"
"leaf-1",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"leaf-2",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"league-of-legends",media,gaming,"client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
leapfile,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/80,443"
letv,media,"photo-video","browser-based",3,no,yes,no,no,yes,no,yes,yes,no,"tcp/80,443"
"lexmark-hbn3","business-systems",management,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/9100|udp/9100"
"lg-uplus-neturo",networking,"remote-access","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"libero-video",media,"photo-video","browser-based",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/80"
lifesize,collaboration,"voip-video","client-server",2,no,yes,no,no,no,yes,yes,yes,yes,"tcp/dynamic"
limelight,media,"photo-video","browser-based",4,no,yes,no,yes,yes,yes,no,yes,no,"tcp/80,443"
lineage,media,gaming,"client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80|tcp/80,2000,2003,2009,2106,7777"
"linkedin-base",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"linkedin-apps",collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"linkedin-intro",collaboration,email,"browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/143,443,587"
"linkedin-mail",collaboration,email,"browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
"linkedin-posting",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
litecoin,"general-internet","internet-utility","peer-to-peer",1,no,no,no,no,yes,no,no,no,no,"tcp/9333"
"little-fighter",media,gaming,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/12345"
"live-meeting",collaboration,"internet-conferencing","client-server",4,yes,no,no,yes,no,yes,yes,yes,yes,"tcp/80,443,8057,3478,8000-8100"
"live-mesh-base","general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"live-mesh-remote-desktop",networking,"remote-access","client-server",3,yes,no,no,no,yes,no,no,yes,yes,"tcp/80,443,33701"
"live-mesh-sync","general-internet","file-sharing","client-server",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/dynamic"
live365,media,"audio-streaming","browser-based",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80"
livejournal,collaboration,"social-networking","browser-based",3,no,yes,no,yes,no,yes,no,yes,no,"tcp/80"
livelink,"business-systems","general-business","browser-based",2,no,no,no,yes,no,no,yes,no,no,"tcp/80,443"
livenewschat,media,"audio-streaming","browser-based",1,no,no,no,no,no,no,no,yes,no,"tcp/80,1935,6660"
liveperson,"business-systems","general-business","browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
livestation,media,"audio-streaming","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,443,1935"
livestream,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443,1935"
llmnr,networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/5355|udp/5355"
localtunnel,"general-internet","internet-utility","client-server",2,yes,no,no,no,no,no,yes,no,no,"tcp/dynamic"
"logitech-webcam",collaboration,"voip-video","client-server",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80"
loglogic,"business-systems",management,"client-server",2,no,yes,no,yes,no,no,no,no,no,"tcp/4514,11965,5514"
logmein,networking,"remote-access","client-server",4,no,yes,no,yes,yes,yes,no,yes,yes,"tcp/80,443"
